d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,2315.72602739726
1_facilities_and_construction,2018-2019,22544.27397260274
10_office_management,2017-2018,84331.34542068414
10_office_management,2018-2019,100710.9804891773
10_office_management,2019-2020,114500.80016175038
10_office_management,2020-2021,37454.61663652956
2_professional_services,2017-2018,808957.8921188457
2_professional_services,2018-2019,1263794.3526956686
2_professional_services,2019-2020,1590519.6892554811
2_professional_services,2020-2021,708443.0318899906
3_information_technology,2017-2018,3187477.316314326
3_information_technology,2018-2019,4638831.08493101
3_information_technology,2019-2020,5495277.112175264
3_information_technology,2020-2021,4900409.070642508
8_security_and_protection,2017-2018,8940.891835803875
8_security_and_protection,2018-2019,22352.22958950969
8_security_and_protection,2019-2020,22413.46857468643
9_human_capital,2017-2018,215411.74128909764
9_human_capital,2018-2019,237803.05539596025
9_human_capital,2019-2020,167052.27091586826
9_human_capital,2020-2021,155911.23121770856
