d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,695602.18,717527.38
1_facilities_and_construction,2018-2019,1234469.17,1258553.39
1_facilities_and_construction,2019-2020,4144266.28,4109805.89
1_facilities_and_construction,2020-2021,2880942.46,2721089.69
1_facilities_and_construction,2021-2022,7008419.39,6547809.75
1_facilities_and_construction,2022-2023,5946694.07,5325244.95
2_professional_services,2019-2020,26869.50,26837.28
2_professional_services,2020-2021,16193.30,15258.56
2_professional_services,2021-2022,811393.66,766918.41
2_professional_services,2022-2023,180525.87,162879.31
