d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,538408.22,554971.03
it_consulting_services,2018-2019,613336.60,625090.06
it_consulting_services,2019-2020,781458.49,774319.72
it_consulting_services,2020-2021,630934.18,600038.42
it_consulting_services,2021-2022,766854.34,714601.73
it_consulting_services,2022-2023,282808.74,252969.20
it_software_licensing,2017-2018,565131.41,582555.26
it_software_licensing,2018-2019,420363.91,429079.34
it_software_licensing,2019-2020,242365.60,240089.25
it_software_licensing,2020-2021,541266.46,515607.55
it_software_licensing,2021-2022,528398.32,491349.23
it_software_licensing,2022-2023,560734.39,501596.97
