d_fiscal_year,total,total_constant_2019_dollars
2017-2018,1119206.33,1148492.33
2018-2019,1051497.09,1065003.92
2019-2020,1138986.73,1136758.27
2020-2021,1548638.02,1510251.67
2021-2022,1629178.56,1216272.78
