d_most_recent_category,d_fiscal_year,total
2_professional_services,2017-2018,352937.4303489532
2_professional_services,2018-2019,186608.92117647058
2_professional_services,2019-2020,201833.1581120025
2_professional_services,2020-2021,439523.898367554
3_information_technology,2017-2018,528925.7119535471
3_information_technology,2018-2019,598807.3911629906
3_information_technology,2019-2020,670545.6637838013
3_information_technology,2020-2021,842706.1124860356
9_human_capital,2017-2018,237343.18761153583
9_human_capital,2018-2019,266080.77916629013
9_human_capital,2019-2020,266607.91154115926
9_human_capital,2020-2021,266408.01073281374
