d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,269555.68,277817.36
1_facilities_and_construction,2018-2019,269555.68,274482.89
1_facilities_and_construction,2019-2020,67204.29,67448.73
11_defence,2017-2018,19851.84,20398.90
11_defence,2018-2019,29043.52,29375.29
11_defence,2019-2020,69236.66,68948.69
11_defence,2020-2021,19640.38,18723.29
2_professional_services,2017-2018,19570096.74,20169455.02
2_professional_services,2018-2019,19211259.12,19564718.64
2_professional_services,2019-2020,18764905.64,18614335.14
2_professional_services,2020-2021,18068253.58,17225810.81
2_professional_services,2021-2022,4580230.13,4359158.03
3_information_technology,2017-2018,2396559.10,2475503.06
3_information_technology,2018-2019,48854.99,49644.63
3_information_technology,2019-2020,98737.49,98137.86
3_information_technology,2020-2021,34299.03,32699.82
9_human_capital,2017-2018,17028.55,17523.31
9_human_capital,2018-2019,7993.32,8197.31
