d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,269555.6828732748
1_facilities_and_construction,2018-2019,269555.6828732748
1_facilities_and_construction,2019-2020,67204.29353826851
11_defence,2017-2018,19851.84
11_defence,2018-2019,6647.384545454544
11_defence,2019-2020,41208.754634873316
11_defence,2020-2021,19640.38081967213
2_professional_services,2017-2018,19658755.858613793
2_professional_services,2018-2019,19286478.246253543
2_professional_services,2019-2020,18891671.032337822
2_professional_services,2020-2021,18102627.566507004
3_information_technology,2017-2018,2308008.143643836
9_human_capital,2017-2018,17028.549140625
9_human_capital,2018-2019,7993.320859375
