d_fiscal_year,total,total_constant_2019_dollars
2017-2018,424638.73,437725.18
2018-2019,366201.90,373413.24
2019-2020,396385.51,392143.04
2020-2021,955141.02,909600.55
2021-2022,885835.80,825368.30
2022-2023,406337.39,363136.92
