owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,49296.25,50860.76
cihr-irsc,2020-2021,39550.00,37267.01
csc-scc,2021-2022,3281771.49,3048718.28
csc-scc,2022-2023,3422418.84,3062394.72
dnd-mdn,2017-2018,338915.59,349391.83
dnd-mdn,2018-2019,3282445.81,3344787.16
dnd-mdn,2019-2020,3366057.78,3339206.81
dnd-mdn,2020-2021,3356860.90,3196808.06
dnd-mdn,2021-2022,3385612.49,3146950.70
dnd-mdn,2022-2023,3332567.84,2982733.82
esdc-edsc,2017-2018,31956.86,32934.43
esdc-edsc,2018-2019,82490.62,84169.82
esdc-edsc,2019-2020,204106.97,200544.18
esdc-edsc,2020-2021,821047.67,782202.52
esdc-edsc,2021-2022,868461.96,807431.37
esdc-edsc,2022-2023,460098.81,411698.34
irb-cisr,2020-2021,105971.40,101497.61
irb-cisr,2021-2022,39663.00,36853.15
isc-sac,2020-2021,13953.97,13148.49
isc-sac,2021-2022,92397.91,86793.47
lac-bac,2018-2019,342776.50,348038.09
lac-bac,2019-2020,552670.48,548261.84
lac-bac,2020-2021,551160.45,524881.50
lac-bac,2021-2022,551160.45,512428.01
lac-bac,2022-2023,534801.52,478542.64
osfi-bsif,2021-2022,4439.17,4012.94
osfi-bsif,2022-2023,74773.83,66518.02
pwgsc-tpsgc,2022-2023,88140.00,78494.68
rcmp-grc,2019-2020,255935.15,251454.14
rcmp-grc,2020-2021,696156.24,662945.46
rcmp-grc,2021-2022,693748.04,644995.36
rcmp-grc,2022-2023,225866.29,202106.10
tbs-sct,2021-2022,5367.06,4851.74
tbs-sct,2022-2023,27346.44,24611.17
tc,2019-2020,39324.00,38426.42
