d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2021-2022,165194.54,149333.23
0_other,2022-2023,1694938.65,1521564.62
1_facilities_and_construction,2017-2018,32656.23,33703.41
1_facilities_and_construction,2018-2019,1149511.84,1166826.78
1_facilities_and_construction,2019-2020,704285.81,696884.57
1_facilities_and_construction,2022-2023,17569.33,15649.99
10_office_management,2020-2021,3015.68,2841.60
10_office_management,2021-2022,16774.69,15885.55
11_defence,2018-2019,27418.42,27979.21
11_defence,2020-2021,55070.72,51891.80
11_defence,2022-2023,12618.48,11397.82
2_professional_services,2017-2018,20781.82,21375.32
3_information_technology,2017-2018,69403.97,71495.36
3_information_technology,2018-2019,382328.27,385899.84
3_information_technology,2019-2020,389650.45,382198.02
3_information_technology,2020-2021,2047787.87,1943208.93
3_information_technology,2021-2022,1312823.64,1224343.72
3_information_technology,2022-2023,1712515.80,1529140.08
5_transportation_and_logistics,2021-2022,112297.19,105450.48
5_transportation_and_logistics,2022-2023,69733.50,62481.89
6_industrial_products_and_services,2017-2018,3584459.19,3692676.96
6_industrial_products_and_services,2018-2019,2383523.35,2431025.41
6_industrial_products_and_services,2019-2020,1836936.47,1824189.73
6_industrial_products_and_services,2020-2021,776006.62,734800.94
6_industrial_products_and_services,2021-2022,988630.71,908243.80
6_industrial_products_and_services,2022-2023,1528980.66,1361060.27
7_travel,2020-2021,15191.88,14314.94
7_travel,2021-2022,5769.07,5463.28
8_security_and_protection,2020-2021,13296.29,12604.00
8_security_and_protection,2021-2022,231512.42,213031.84
8_security_and_protection,2022-2023,43019.24,38493.80
