d_fiscal_year,total,total_constant_2019_dollars
2017-2018,3707301.21,3800735.51
2018-2019,3942781.88,3999713.94
2019-2020,2930872.73,2901722.34
2020-2021,2910369.06,2756016.59
2021-2022,2833002.27,2618492.27
