d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2018-2019,45372.25,45818.67
it_consulting_services,2019-2020,100526.87,98243.86
it_consulting_services,2020-2021,63782.71,60647.76
it_devices_equipment,2017-2018,34420.79,35264.13
it_devices_equipment,2021-2022,37506.13,33875.53
it_other,2018-2019,336956.02,340271.33
it_other,2019-2020,253974.46,248795.89
it_other,2020-2021,1932346.86,1830652.41
it_other,2021-2022,1209755.51,1127936.13
it_software_licensing,2017-2018,34983.18,35884.63
it_software_licensing,2019-2020,35149.12,34727.40
it_software_licensing,2020-2021,51658.30,49199.33
it_software_licensing,2021-2022,65562.01,60955.59
