owner_org,d_fiscal_year,total
cbsa-asfc,2018-2019,336956.02
cbsa-asfc,2019-2020,198920.54
cbsa-asfc,2020-2021,1961654.64
csc-scc,2017-2018,3395993.79
csc-scc,2018-2019,2027681.41
csc-scc,2019-2020,1568820.22
csc-scc,2020-2021,529404.83
dfo-mpo,2019-2020,26943.21
dfo-mpo,2020-2021,39102.24
dnd-mdn,2017-2018,104236.77
dnd-mdn,2018-2019,200320.91
dnd-mdn,2019-2020,99767.70
dnd-mdn,2020-2021,55070.72
hc-sc,2017-2018,183973.10
hc-sc,2018-2019,148989.92
hc-sc,2019-2020,149398.11
hc-sc,2020-2021,148989.92
nrc-cnrc,2018-2019,20828.16
nrc-cnrc,2019-2020,15038.04
psc-cfp,2017-2018,2315.73
psc-cfp,2018-2019,22544.27
pwgsc-tpsgc,2018-2019,1140088.94
pwgsc-tpsgc,2019-2020,736089.94
pwgsc-tpsgc,2020-2021,31717.23
rcmp-grc,2019-2020,31083.40
rcmp-grc,2020-2021,65772.21
tbs-sct,2019-2020,97559.73
tbs-sct,2020-2021,65717.70
tc,2019-2020,7251.85
tc,2020-2021,12939.57
vac-acc,2017-2018,20781.82
vac-acc,2018-2019,45372.25
