d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,59535.82,61393.49
it_consulting_services,2018-2019,4400.45,4517.93
it_consulting_services,2019-2020,96368.82,96241.57
it_consulting_services,2020-2021,31926.19,30431.34
it_consulting_services,2021-2022,21518.54,20309.59
it_devices_equipment,2017-2018,177794.60,183267.09
it_devices_equipment,2018-2019,263019.81,267522.00
it_devices_equipment,2019-2020,955996.71,947933.29
it_devices_equipment,2020-2021,613485.98,583454.62
it_devices_equipment,2021-2022,719675.99,667934.53
it_devices_equipment,2022-2023,705054.79,629011.32
it_other,2017-2018,17202.69,17734.45
it_other,2018-2019,9299.23,9518.58
it_other,2019-2020,8191.73,8051.65
it_other,2020-2021,12498.25,11942.15
it_other,2021-2022,10799.96,10002.09
it_software_licensing,2017-2018,373180.91,384725.95
it_software_licensing,2018-2019,367793.44,374810.12
it_software_licensing,2019-2020,388879.01,385794.89
it_software_licensing,2020-2021,361562.90,344319.82
it_software_licensing,2021-2022,358693.57,333505.75
it_software_licensing,2022-2023,1699885.17,1507862.68
