d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,9458.22,9740.92
1_facilities_and_construction,2018-2019,42882.13,43797.96
1_facilities_and_construction,2019-2020,18722.84,18573.49
1_facilities_and_construction,2020-2021,18671.69,17781.43
1_facilities_and_construction,2021-2022,13782.44,12813.89
1_facilities_and_construction,2022-2023,9213.47,8281.97
10_office_management,2017-2018,2185065.06,2252487.29
10_office_management,2018-2019,2237603.60,2281093.15
10_office_management,2019-2020,2573663.89,2551591.99
10_office_management,2020-2021,2552741.05,2430586.56
10_office_management,2021-2022,2612209.63,2426741.50
10_office_management,2022-2023,2782681.07,2490015.79
11_defence,2017-2018,197761.55,204087.90
11_defence,2018-2019,358170.88,364381.69
11_defence,2019-2020,218177.85,214670.96
11_defence,2020-2021,258012.30,245151.54
11_defence,2021-2022,348381.93,322142.36
11_defence,2022-2023,377908.48,338042.75
2_professional_services,2017-2018,107312.12,110382.02
2_professional_services,2018-2019,2222.12,2264.71
2_professional_services,2019-2020,2228.21,2210.44
2_professional_services,2020-2021,371.37,350.81
3_information_technology,2017-2018,627714.02,647120.98
3_information_technology,2018-2019,644512.93,656368.64
3_information_technology,2019-2020,1449436.28,1438021.40
3_information_technology,2020-2021,1019473.32,970147.94
3_information_technology,2021-2022,1110688.06,1031751.96
3_information_technology,2022-2023,2404939.96,2136874.00
6_industrial_products_and_services,2017-2018,714374.63,736456.72
6_industrial_products_and_services,2018-2019,714374.63,728064.29
6_industrial_products_and_services,2019-2020,332131.57,329403.79
6_industrial_products_and_services,2020-2021,358226.67,341492.94
6_industrial_products_and_services,2021-2022,15774.92,14666.35
6_industrial_products_and_services,2022-2023,20582.64,18370.03
