d_vendor_name,overall_total
MTC LAW,8167636.51
J M LEDRESSAY ASSOCIATES,6644366.90
RONALD J POIRIER PROFESSIONAL,5989941.81
ANTONIANI LAW PROFESSIONAL,5885881.36
JOKINEN LAW PROFESSIONAL,5824622.23
CANADIAN CORPS OF COMMISSIONAIRES,5738817.47
DONALD J FRASER,5386175.15
JAMES E FARENHOLTZ LAW,4376339.13
RICOH,4130492.44
DARREN ANGER LAW PROFESSIONAL,3438220.24
TEKSYSTEMS CANADA,3101977.94
IRON MOUNTAIN,2560534.66
NISHA TECHONOLOGIES,2095078.40
NORTHERN MICRO,1836547.24
BELL CANADA,1599021.95
MAKWA RESOURCING,1531583.04
LEO PISCES SERVICES GROUP,1141077.80
LEXISNEXIS CANADA,1010731.93
EXCEL HUMAN RESOURCES,975266.30
ALTIS HUMAN RESOURCES,934533.33
GARTNER,730348.11
XEROX,619482.97
CARSWELL,603345.73
CALIAN,481493.02
SOFTCHOICE,451181.10
SIERRA SYSTEMS GROUP,415077.25
LIKE 10,366482.81
CBCI TELECOM,364946.10
ADVANCED CHIPPEWA TECHNOLOGIES,358312.60
THE RIGHT DOOR CONSULTING,349658.64
GLOBAL UPHOLSTERY,320353.85
IFATHOM,264420.00
RAYMOND CHABOT GRANT THORNTON,257411.62
SYSTEMSCOPE,202270.00
TUNDRA TECHNICAL SOLUTIONS,196959.00
CGI,191196.00
TEKNION,188555.22
HYPERTEC,177618.19
SPEARHEAD MANAGEMENT CANADA,149612.00
SAMSON ASSOCIES,133272.25
TOTEM OFFISOURCE,126937.94
PRINTERS PLUS,123803.94
CDW CANADA,120593.25
ORANGUTECH,115398.99
GLOBAL KNOWLEDGE,107774.88
SRA STAFFING SOLUTIONS,100241.98
DYNAMIC PERSONNEL CONSULTANTS,99000.00
ADVANCED BUSINESS INTERIORS,91953.59
MICROSOFT CANADA,68582.53
TAG HR,68080.97
"NATTIQ",66300.00
CARAHSOFT TECHNOLOGY,66009.23
TRM TECHNOLOGIES,62927.24
KONICA MINOLTA BUSINESS SOLUTIONS,58395.37
QMR,57697.80
LES ENQUETES HENRI,56797.65
WORKDYNAMICS TECHNOLOGIES,56658.46
SKILLSOFT CANADA,49977.59
FCA CANADA,41281.07
UNIVERSITE SAINTE ANNE,40244.25
DONNA CONA,39832.50
IPSS,39832.50
INTEGRA NETWORKS,33854.26
ECOLE DE LANGUES ABCE,28476.00
AVI SPL,27824.56
QUINTET CONSULTING,26577.50
CACHE COMPUTER CONSULTING,24860.00
QUANTUM MANAGEMENT SERVICES,24588.10
NITAM SOLUTIONS,24508.57
CSDC SYSTEMS,24210.89
MINDWIRE SYSTEMS,23855.53
PATTISON SIGN GROUP,23641.65
D DOYLE INSTALLATIONS,23481.40
CISION CANADA,22592.27
ASOKAN BUSINESS INTERIORS,21899.40
LANGUAGE RESEARCH DEVELOPMENT GROUP,21086.12
HUMANSCALE CANADA,20888.10
BROOKFIELD ASSET MANAGEMENT,20012.30
FMC PROFESSIONALS,18043.55
EBERHARD VON HUENE ASSOCIATES,17911.63
PANASONIC,17619.18
CORRECTIONAL SERVICES OF CANADA,17340.75
SIMPLEX GRINNELL,14387.79
HEWLETT PACKARD,12037.56
KNOWLEDGE CIRCLE,11697.78
IBM CANADA,11103.32
ERNST YOUNG,10092.03
UNIVERSITY OF OTTAWA,6345.71
GENERAL DYNAMICS,0.00
