d_fiscal_year,total,total_constant_2019_dollars
2017-2018,517293.40,530837.10
2018-2019,335583.54,340848.62
2019-2020,580207.55,572409.79
2020-2021,1275805.51,1212409.90
2021-2022,1710078.25,1579347.27
