d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,453094.94998903153
1_facilities_and_construction,2018-2019,1082261.6200703005
1_facilities_and_construction,2019-2020,1093657.9129324653
1_facilities_and_construction,2020-2021,1496457.8254215396
10_office_management,2017-2018,25544.948160657237
10_office_management,2018-2019,48587.54100410772
10_office_management,2019-2020,36385.51497946143
10_office_management,2020-2021,16067.708146964858
2_professional_services,2017-2018,192227.76029983125
2_professional_services,2018-2019,135208.5179176204
2_professional_services,2019-2020,97009.51833334044
2_professional_services,2020-2021,80693.75030953385
6_industrial_products_and_services,2019-2020,64627.452050781256
6_industrial_products_and_services,2020-2021,51779.42397460938
