owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2019-2020,7179.47,7114.37
aafc-aac,2020-2021,7799.12,7435.48
aafc-aac,2021-2022,9902.91,9182.61
cbsa-asfc,2017-2018,1668.72,1714.70
cbsa-asfc,2018-2019,8230.85,8381.30
cbsa-asfc,2019-2020,10699.13,10574.64
cbsa-asfc,2020-2021,16000.38,15231.83
cbsa-asfc,2021-2022,13948.31,13052.28
cfia-acia,2017-2018,7628.25,7876.47
csc-scc,2017-2018,25544.95,26312.80
csc-scc,2018-2019,48587.54,49355.72
csc-scc,2019-2020,36385.51,36093.52
csc-scc,2020-2021,16067.71,15318.54
csc-scc,2021-2022,56129.04,51578.26
dfo-mpo,2017-2018,134369.34,138425.17
dfo-mpo,2018-2019,106907.95,108862.12
dfo-mpo,2019-2020,103159.21,102212.23
dfo-mpo,2020-2021,87003.45,82865.51
dfo-mpo,2021-2022,97591.28,91435.98
dnd-mdn,2017-2018,424804.15,438066.96
dnd-mdn,2018-2019,840978.68,856870.66
dnd-mdn,2019-2020,840535.22,832625.66
dnd-mdn,2020-2021,1289803.23,1229604.38
dnd-mdn,2021-2022,1526671.43,1424681.32
ec,2018-2019,23504.00,23781.45
ec,2020-2021,29400.00,27970.20
nrc-cnrc,2020-2021,772.84,733.00
nrc-cnrc,2021-2022,27842.84,26019.31
nrcan-rncan,2017-2018,23876.48,24608.28
nrcan-rncan,2018-2019,21905.37,22324.99
nrcan-rncan,2019-2020,35222.05,34813.85
nrcan-rncan,2020-2021,17946.99,17110.20
nrcan-rncan,2021-2022,59885.16,55751.81
pc,2019-2020,27012.40,26773.55
pc,2020-2021,59953.66,57073.31
pc,2021-2022,82332.60,76773.62
pwgsc-tpsgc,2018-2019,197.99,199.68
pwgsc-tpsgc,2019-2020,20595.21,20419.26
pwgsc-tpsgc,2020-2021,25391.92,24230.35
pwgsc-tpsgc,2021-2022,23865.88,22332.76
rcmp-grc,2017-2018,52975.77,54557.20
rcmp-grc,2018-2019,215745.30,219210.93
rcmp-grc,2019-2020,210892.21,208403.00
rcmp-grc,2020-2021,99322.20,94595.59
rcmp-grc,2021-2022,8307.65,7915.60
