owner_org,d_fiscal_year,total,total_constant_2019_dollars
cfia-acia,2021-2022,71826.71,65274.62
cfia-acia,2022-2023,84011.59,75792.80
dfatd-maecd,2017-2018,40924.07,42092.80
dfatd-maecd,2018-2019,439331.93,447750.91
dfatd-maecd,2019-2020,440535.57,437021.43
dfatd-maecd,2020-2021,439331.93,418384.88
dfatd-maecd,2021-2022,439331.93,408458.17
dfatd-maecd,2022-2023,122772.21,110848.34
dnd-mdn,2017-2018,19904.80,20535.40
hc-sc,2018-2019,222804.29,225264.90
hc-sc,2019-2020,2060965.46,2043694.33
hc-sc,2020-2021,1738314.77,1656205.04
hc-sc,2021-2022,326200.68,307143.04
irb-cisr,2020-2021,86614.50,82566.32
lac-bac,2020-2021,14110.57,13296.05
lac-bac,2021-2022,24693.50,23384.62
nrc-cnrc,2017-2018,24860.00,25572.95
nrc-cnrc,2018-2019,24860.00,25294.77
nrc-cnrc,2019-2020,24860.00,24386.20
nrc-cnrc,2020-2021,24860.00,23684.66
nrc-cnrc,2021-2022,34917.00,32187.95
nrc-cnrc,2022-2023,34917.00,31158.28
nrcan-rncan,2021-2022,102434.50,95835.22
ssc-spc,2018-2019,24995.60,25595.36
tbs-sct,2021-2022,11884.05,10743.00
tbs-sct,2022-2023,15665.35,14149.95
