d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,40924.07,41888.74
it_consulting_services,2018-2019,464327.53,471635.46
it_consulting_services,2019-2020,440535.57,436817.91
it_consulting_services,2020-2021,540057.00,513364.52
it_consulting_services,2021-2022,638286.63,592129.80
it_other,2019-2020,840489.98,832496.99
it_other,2020-2021,913032.27,867992.65
it_other,2021-2022,75043.75,70958.45
it_software_licensing,2018-2019,78822.08,79597.61
it_software_licensing,2019-2020,824253.76,817297.90
it_software_licensing,2020-2021,430143.36,409603.54
