d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
2_professional_services,2017-2018,44764.80,45797.20
2_professional_services,2018-2019,143982.21,145945.56
2_professional_services,2019-2020,421081.72,420225.98
2_professional_services,2020-2021,419999.14,410811.85
2_professional_services,2021-2022,297957.99,252919.71
3_information_technology,2017-2018,40924.07,41627.04
3_information_technology,2018-2019,543149.61,549750.17
3_information_technology,2019-2020,2105279.32,2100847.68
3_information_technology,2020-2021,1883232.62,1849629.55
3_information_technology,2021-2022,713330.38,548612.44
6_industrial_products_and_services,2018-2019,24860.00,25404.97
