d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
2_professional_services,2019-2020,2252813.29,2220899.19
2_professional_services,2020-2021,3633315.70,3454243.59
2_professional_services,2021-2022,6261739.03,4562727.70
3_information_technology,2018-2019,3466250.36,3512691.48
3_information_technology,2019-2020,4888317.43,4847065.04
3_information_technology,2020-2021,4874961.37,4634480.90
3_information_technology,2021-2022,10809604.75,7507061.26
6_industrial_products_and_services,2017-2018,1189623.32,1220450.36
6_industrial_products_and_services,2018-2019,1189623.32,1208123.73
6_industrial_products_and_services,2019-2020,1192882.57,1182815.86
6_industrial_products_and_services,2020-2021,1189623.32,1130939.54
6_industrial_products_and_services,2021-2022,1189623.32,930600.24
8_security_and_protection,2021-2022,825323.43,581091.06
