owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2021-2022,1369788.17,1253128.58
aafc-aac,2022-2023,1328907.25,1198350.79
cas-satj,2022-2023,8920.40,7894.06
cra-arc,2022-2023,403608.29,357171.30
dfatd-maecd,2022-2023,19840.33,17609.62
dnd-mdn,2022-2023,209623.18,186130.32
ec,2021-2022,26170.33,23657.56
ec,2022-2023,434189.57,388514.65
elections,2017-2018,17256493.89,17777650.47
elections,2018-2019,32383575.02,33004146.08
elections,2019-2020,32472297.14,32213266.34
elections,2020-2021,32383575.02,30839548.28
elections,2021-2022,32383575.02,30107840.71
elections,2022-2023,32383575.02,28976958.69
esdc-edsc,2022-2023,8556.63,7572.15
hc-sc,2019-2020,6531.21,6391.87
hc-sc,2020-2021,22922.04,21829.13
hc-sc,2021-2022,22922.04,21311.21
hc-sc,2022-2023,8289.62,7478.49
nrc-cnrc,2022-2023,619364.26,548103.55
osfi-bsif,2021-2022,41885.40,38369.25
osfi-bsif,2022-2023,104715.41,93635.49
ssc-spc,2017-2018,1741250.52,1795074.45
ssc-spc,2018-2019,15648701.57,15919548.82
ssc-spc,2019-2020,22023127.97,21835076.05
ssc-spc,2020-2021,23378078.87,22263610.05
ssc-spc,2021-2022,34926551.40,32361919.09
ssc-spc,2022-2023,54915897.66,49113514.20
tbs-sct,2022-2023,6817.94,6055.07
