owner_org,d_fiscal_year,total,total_constant_2019_dollars
aandc-aadnc,2020-2021,40000.00,38604.94
aandc-aadnc,2021-2022,26200.07,18001.66
cbsa-asfc,2020-2021,25057.22,23684.37
cbsa-asfc,2021-2022,116971.17,76308.18
cfia-acia,2018-2019,5242.27,5293.00
cfia-acia,2019-2020,182738.81,182287.94
cfia-acia,2020-2021,294152.98,287972.16
cfia-acia,2021-2022,282212.83,191150.12
cic,2021-2022,25567.29,16286.11
cra-arc,2020-2021,56782.96,55443.97
csc-scc,2019-2020,156881.96,156757.05
csc-scc,2020-2021,1215093.09,1184527.53
csc-scc,2021-2022,972553.82,786525.64
cta-otc,2021-2022,5105.85,3291.32
ec,2020-2021,40290.74,38704.61
ec,2021-2022,83475.87,40405.88
feddevontario,2019-2020,52576.39,52399.98
feddevontario,2020-2021,95474.53,93468.40
feddevontario,2021-2022,95474.53,72526.32
fin,2017-2018,648950.49,666345.95
fin,2018-2019,648950.49,657232.08
fin,2019-2020,650728.44,649395.57
fin,2020-2021,648950.49,635314.57
fin,2021-2022,648950.49,492969.02
hc-sc,2019-2020,31168.12,31084.61
hc-sc,2020-2021,652234.22,635946.04
hc-sc,2021-2022,801732.78,594177.20
ic,2020-2021,70666.34,67809.83
ic,2021-2022,730816.72,527875.34
infc,2020-2021,38081.43,37409.50
infc,2021-2022,27328.62,25084.76
isc-sac,2020-2021,57162.51,54446.40
isc-sac,2021-2022,189150.12,142722.39
lac-bac,2021-2022,38712.45,27149.36
nrcan-rncan,2020-2021,14039.41,13270.21
nrcan-rncan,2021-2022,0.71,0.41
ocol-clo,2020-2021,0.00,0.00
ocol-clo,2021-2022,0.00,0.00
pc,2021-2022,570.74,0.00
pch,2020-2021,23100.62,22471.26
pch,2021-2022,111340.11,70113.40
phac-aspc,2019-2020,26170.26,26106.52
phac-aspc,2020-2021,285277.34,278149.52
phac-aspc,2021-2022,516041.76,361798.07
ps-sp,2019-2020,4386.60,4392.61
ps-sp,2020-2021,670479.85,654572.30
ps-sp,2021-2022,728594.72,554654.63
pwgsc-tpsgc,2019-2020,1312517.44,1313966.99
pwgsc-tpsgc,2020-2021,8724190.21,8691625.26
pwgsc-tpsgc,2021-2022,1927928.64,1359964.73
statcan,2019-2020,926600.00,924463.24
tc,2018-2019,5160.70,5210.64
tc,2019-2020,24530.08,24479.83
tc,2020-2021,75313.06,72840.27
tc,2021-2022,64234.56,44662.92
tsb-bst,2020-2021,243364.28,237072.99
tsb-bst,2021-2022,59928.47,52014.97
