d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,315542.87,323807.01
it_consulting_services,2018-2019,604599.13,613090.91
it_consulting_services,2019-2020,614355.87,609779.79
it_consulting_services,2020-2021,1013314.28,964134.90
it_consulting_services,2021-2022,1571474.14,1456660.60
it_other,2020-2021,43853.86,41767.72
it_other,2021-2022,23216.75,21886.30
it_software_licensing,2019-2020,53270.07,51980.90
it_software_licensing,2020-2021,567280.23,538254.50
it_software_licensing,2021-2022,166287.21,154990.40
