d_fiscal_year,total,total_constant_2019_dollars
2017-2018,6474651.61,6645101.00
2018-2019,32352758.02,32872693.20
2019-2020,10094432.47,9961574.35
2020-2021,1120809.55,1057941.41
2021-2022,1359154.93,1235619.04
