d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,293737.93,301832.50
1_facilities_and_construction,2018-2019,21855.75,22042.14
1_facilities_and_construction,2019-2020,69932.91,69017.03
1_facilities_and_construction,2020-2021,88867.40,84824.48
1_facilities_and_construction,2021-2022,131128.88,123289.35
2_professional_services,2017-2018,27710.99,28532.67
2_professional_services,2019-2020,105000.00,103963.61
5_transportation_and_logistics,2017-2018,10290.00,10611.78
5_transportation_and_logistics,2019-2020,746373.84,730562.11
5_transportation_and_logistics,2020-2021,805298.09,762945.98
5_transportation_and_logistics,2021-2022,1306686.18,1217737.74
7_travel,2020-2021,10285.72,9755.40
7_travel,2021-2022,27514.29,26061.39
9_human_capital,2019-2020,18873.75,18670.76
