d_fiscal_year,total,total_constant_2019_dollars
2017-2018,570149.97,588371.48
2018-2019,243000.12,245953.04
2019-2020,3623849.07,3610939.54
2020-2021,244707.54,230756.29
2021-2022,1106044.35,1021229.13
2022-2023,1389567.48,1234333.88
