d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,13327452.065611118
1_facilities_and_construction,2018-2019,9571638.691183701
1_facilities_and_construction,2019-2020,2971350.1563162273
1_facilities_and_construction,2020-2021,4745824.3920346815
10_office_management,2017-2018,2661649.4894562936
10_office_management,2018-2019,5815558.129093013
10_office_management,2019-2020,1943735.8994275196
10_office_management,2020-2021,2058561.7328864338
2_professional_services,2017-2018,26267726.458911624
2_professional_services,2018-2019,24300140.963159747
2_professional_services,2019-2020,20850498.964738518
2_professional_services,2020-2021,21816486.225946266
3_information_technology,2017-2018,21053326.86377819
3_information_technology,2018-2019,21174889.39573776
3_information_technology,2019-2020,14282929.175854037
3_information_technology,2020-2021,24437492.79677143
4_medical,2017-2018,1537750.286450332
4_medical,2018-2019,1208212.1786004896
4_medical,2019-2020,1610887.8517452807
4_medical,2020-2021,1927715.3042648647
5_transportation_and_logistics,2017-2018,3884054.1566197183
5_transportation_and_logistics,2018-2019,3425687.4085585442
5_transportation_and_logistics,2019-2020,1715531.186687459
5_transportation_and_logistics,2020-2021,454233.15326273185
6_industrial_products_and_services,2017-2018,5847903.9387948355
6_industrial_products_and_services,2018-2019,6855845.01317952
6_industrial_products_and_services,2019-2020,5695438.302392345
6_industrial_products_and_services,2020-2021,6892673.768583358
7_travel,2017-2018,88209.72033333333
7_travel,2018-2019,21992.012466666663
8_security_and_protection,2017-2018,1452501.6245402396
8_security_and_protection,2018-2019,1521997.409353767
8_security_and_protection,2019-2020,1606936.320771688
8_security_and_protection,2020-2021,1694711.7162370628
9_human_capital,2017-2018,1545724.7296250334
9_human_capital,2018-2019,1125653.77538297
9_human_capital,2019-2020,1275413.9670465547
9_human_capital,2020-2021,770080.3982786386
NA,2018-2019,624897
NA,2020-2021,10447.5
