d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,14661299.95,15112108.91
it_consulting_services,2018-2019,13766123.19,14048896.45
it_consulting_services,2019-2020,8774433.08,8704689.82
it_consulting_services,2020-2021,7243246.42,6895670.86
it_consulting_services,2021-2022,7141524.32,6633517.73
it_consulting_services,2022-2023,8410005.87,7514743.69
it_devices_equipment,2017-2018,1593375.16,1639188.99
it_devices_equipment,2018-2019,2608120.50,2636736.96
it_devices_equipment,2019-2020,974350.27,954239.10
it_devices_equipment,2020-2021,13017068.23,12307479.50
it_devices_equipment,2021-2022,2441067.60,2262441.76
it_devices_equipment,2022-2023,2560427.67,2279857.97
it_other,2017-2018,214869.21,221127.83
it_other,2018-2019,144905.01,146725.36
it_other,2019-2020,351963.23,345296.32
it_other,2020-2021,409370.85,386300.68
it_other,2021-2022,397353.36,367504.37
it_other,2022-2023,787009.94,702701.50
it_software_licensing,2017-2018,6564976.43,6767180.43
it_software_licensing,2018-2019,5437775.38,5540940.98
it_software_licensing,2019-2020,5023019.48,4979442.78
it_software_licensing,2020-2021,4362775.27,4151294.57
it_software_licensing,2021-2022,5434007.08,5046478.75
it_software_licensing,2022-2023,5451912.78,4873543.66
