d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2019-2020,4337.26,4238.26
it_consulting_services,2020-2021,56802.46,54094.16
it_consulting_services,2021-2022,392997.00,355609.88
it_consulting_services,2022-2023,254090.39,227374.41
it_devices_equipment,2018-2019,15331.63,15597.05
it_devices_equipment,2019-2020,19151.46,18998.69
it_devices_equipment,2020-2021,19099.14,18188.50
it_devices_equipment,2021-2022,9471.08,8932.15
it_other,2021-2022,6344.52,5735.35
it_other,2022-2023,39330.82,35192.59
