d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
11_defence,2017-2018,202614.35,207847.44
11_defence,2018-2019,280743.23,284021.33
11_defence,2020-2021,220896.95,208922.86
11_defence,2021-2022,632869.94,590938.01
3_information_technology,2017-2018,469992.46,482621.98
5_transportation_and_logistics,2017-2018,6131557.99,6283995.20
5_transportation_and_logistics,2018-2019,3806274.04,3849154.24
5_transportation_and_logistics,2019-2020,3419216.11,3364241.43
5_transportation_and_logistics,2020-2021,1712918.50,1621485.25
5_transportation_and_logistics,2021-2022,1344891.45,1240829.26
6_industrial_products_and_services,2017-2018,25121.25,25717.12
