owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,48043.80,49656.82
aafc-aac,2018-2019,51126.60,51720.20
aafc-aac,2019-2020,51120.04,51087.96
aandc-aadnc,2017-2018,50242.50,51648.45
acoa-apeca,2017-2018,27447.05,28212.89
acoa-apeca,2018-2019,57463.20,58177.68
cbsa-asfc,2019-2020,89260.12,87592.79
cbsa-asfc,2020-2021,91270.67,87236.63
cbsa-asfc,2021-2022,58863.96,54723.15
cfia-acia,2017-2018,2045003.61,2104230.49
cfia-acia,2018-2019,1099256.85,1109566.99
csc-scc,2017-2018,79187.42,81520.33
csc-scc,2018-2019,445792.22,451556.27
csc-scc,2019-2020,44738.66,44236.23
csc-scc,2020-2021,77125.77,73248.38
dfo-mpo,2017-2018,335671.92,345300.58
dfo-mpo,2018-2019,211989.25,214679.34
dfo-mpo,2019-2020,50224.85,49538.61
dnd-mdn,2017-2018,202614.35,208773.62
dnd-mdn,2018-2019,280743.23,284357.71
dnd-mdn,2020-2021,220896.95,210257.89
dnd-mdn,2021-2022,632869.94,595578.98
esdc-edsc,2017-2018,188963.92,194339.27
esdc-edsc,2018-2019,25563.30,25882.05
esdc-edsc,2019-2020,27992.15,27621.51
esdc-edsc,2020-2021,81556.23,77842.66
hc-sc,2017-2018,27490.75,28266.46
hc-sc,2018-2019,134654.94,136168.10
ic,2017-2018,49148.40,50558.70
ic,2018-2019,70890.21,71801.00
ic,2019-2020,47834.04,46976.97
nrc-cnrc,2017-2018,27012.65,27767.14
nrc-cnrc,2019-2020,334577.18,330978.72
nrc-cnrc,2020-2021,25302.96,24142.22
nrc-cnrc,2021-2022,151817.76,143681.78
pbc-clcc,2018-2019,27507.03,27789.01
pc,2017-2018,494757.37,508930.97
pc,2018-2019,187896.57,190631.18
pc,2019-2020,150608.99,150449.38
pc,2020-2021,27067.95,25879.40
phac-aspc,2018-2019,27516.63,27860.34
pwgsc-tpsgc,2020-2021,24582.02,23498.78
pwgsc-tpsgc,2021-2022,25302.96,23479.73
rcmp-grc,2017-2018,2492283.26,2568343.48
rcmp-grc,2018-2019,763108.31,774781.02
rcmp-grc,2019-2020,2481357.56,2437964.84
rcmp-grc,2020-2021,1386012.90,1312917.28
rcmp-grc,2021-2022,1108906.77,1028357.08
ssc-spc,2017-2018,656203.13,674286.19
ssc-spc,2018-2019,703508.93,709508.64
ssc-spc,2019-2020,141502.52,139338.63
tc,2017-2018,105215.92,108708.01
