d_fiscal_year,total,total_constant_2019_dollars
2017-2018,7024.89,7241.51
2018-2019,219039.39,222761.67
2019-2020,2665364.31,2627758.08
2020-2021,5089605.88,4846236.66
2021-2022,5678630.85,5270670.75
2022-2023,8898597.81,7961266.95
