normalized_vendor_name,original_vendor_name
CANADIAN AIRMOTIVE,Canadian Airmotive Limited
CANADIAN AIRMOTIVE,CANADIAN AIRMOTIVE LIMITED
CANADIAN AIRMOTIVE,Canadian Airmotive
CANADIAN AIRMOTIVE,Canadian Airmotive Ltd.
CANADIAN AIRMOTIVE,CANADIAN AIRMOTIVE LTD
CANADIAN AIRMOTIVE,Canadian Airmotive Ltd
CANADIAN AIRMOTIVE,Canadian Airmotive LTD.
