d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,2137134.69,2199734.18
1_facilities_and_construction,2018-2019,6911410.52,7034346.93
1_facilities_and_construction,2019-2020,11621912.28,11507089.17
1_facilities_and_construction,2020-2021,9152454.81,8723905.83
1_facilities_and_construction,2021-2022,3355515.34,3154034.62
