d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2018-2019,219854.19
1_facilities_and_construction,2019-2020,379100.56
1_facilities_and_construction,2020-2021,325196.13
11_defence,2017-2018,1878264.69
11_defence,2018-2019,1878264.69
11_defence,2019-2020,1883410.62
11_defence,2020-2021,3939651.51
2_professional_services,2017-2018,2699031.19
2_professional_services,2018-2019,2749769.57
2_professional_services,2019-2020,3865494.02
2_professional_services,2020-2021,4131779.42
3_information_technology,2017-2018,1125122.98
3_information_technology,2018-2019,4452894.28
3_information_technology,2019-2020,2406757.03
3_information_technology,2020-2021,926880.59
