d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2018-2019,129435.04,131318.27
1_facilities_and_construction,2019-2020,150870.14,149596.95
1_facilities_and_construction,2020-2021,173042.52,164478.72
1_facilities_and_construction,2021-2022,317005.39,292917.12
11_defence,2017-2018,4004328.88,4109014.71
11_defence,2018-2019,3683311.20,3739427.12
11_defence,2019-2020,4157220.64,4123903.81
11_defence,2020-2021,5833600.21,5547273.15
11_defence,2021-2022,5627297.57,5222432.44
2_professional_services,2017-2018,412952.87,423669.41
2_professional_services,2018-2019,887904.61,899906.54
2_professional_services,2019-2020,1408049.58,1396721.16
2_professional_services,2020-2021,2059033.56,1955993.26
2_professional_services,2021-2022,2137423.75,1989342.61
3_information_technology,2017-2018,1290649.02,1323672.96
3_information_technology,2018-2019,4609533.03,4676806.80
3_information_technology,2019-2020,2772174.74,2753010.24
3_information_technology,2020-2021,1431645.51,1357151.24
3_information_technology,2021-2022,4173221.82,3863348.44
