d_vendor_name,overall_total
TERAMACH TECHNOLOGIES,8372809.84
CANADIAN CORPS OF COMMISSIONAIRES,6604496.29
SI SYSTEMS,4479557.75
ORANGUTECH,2985479.93
MODIS CANADA,2838621.24
THE HALIFAX COMPUTER CONSULTING GROUP,2532569.40
NISHA TECHONOLOGIES,2220382.15
IT NET CONSULTANTS,2156694.75
THE HALIFAX GROUP,2029587.08
ADVANCED CHIPPEWA TECHNOLOGIES,1938943.95
CALIAN,1414335.55
CISTEL TECHNOLOGY,1020952.93
MICROSOFT CANADA,948763.35
SHARP ELECTRONICS,945482.93
SOFTSIM TECHNOLOGIES,919800.00
OTTAWA MOVING LOGISTICS 2013,858901.05
FREEBALANCE,801224.43
ORACLE CANADA,779094.79
TIREE,728701.52
TEKSYSTEMS CANADA,708988.41
CDW CANADA,676883.97
GARTNER,659960.76
"NAVPOINT CONSULTING GROUP",559771.25
DELOITTE,446259.29
BANCTEC CANADA,438539.71
DARE HUMAN RESOURCES,413000.00
PURESPIRIT SOLUTIONS,373780.64
NITAM SOLUTIONS,358545.82
KPMG,353495.15
ASOKAN BUSINESS INTERIORS,300945.33
ECLIPSYS SOLUTIONS,250836.63
GRANICUS CANADA HOLDINGS,246832.96
OPROMA,246069.50
NIMBLE INFORMATION STRATEGIES,245999.57
TAG HR,220930.49
HYPERTEC,207545.13
NOVA NETWORKS,203319.95
EXCEL HUMAN RESOURCES,196274.64
ONX ENTERPRISE SOLUTIONS,193437.41
DELL COMPUTER,182956.63
ITEX,181617.67
CALYTERA SOFTWARE,130192.77
SOLUTIONS MOERAE,126050.03
LES TRADUCTIONS TESSIER,122448.40
HACKETT CONSULTING,118728.51
BMC SOFTWARE CANADA,116352.96
THE AIM GROUP,113651.76
CORADIX TECHNOLOGY CONSULTING,105775.94
PROSCI CANADA,102106.93
GC STRATEGIES,97440.00
MISHKUMI TECHNOLOGIES,95688.47
CARAHSOFT TECHNOLOGY,89285.35
ERNST YOUNG,86984.35
ADVANCED BUSINESS INTERIORS,81006.91
"NATIONS TRANSLATION GROUP",78785.12
TELECOM COMPUTER SERVICES,76260.71
3M CANADA COMPANY,75641.90
GLOBAL TOTAL OFFICE,65698.10
APPLIED ELECTONICS,64174.86
GILMORE REPRODUCTIONS,59842.19
ENVIRONICS RESEARCH GROUP,59332.91
SOFTCHOICE,58883.94
CBCI TELECOM,57631.13
NORTHERN MICRO,57436.25
PHOENIX STRATEGIC PERSPECTIVES,56852.92
INFO TECH RESEARCH GROUP,52460.00
LUMINA IT,49132.69
THE RIGHT DOOR CONSULTING,49021.88
TEKNION,46126.50
AON REED STENHOUSE,45200.00
QUADBRIDGE,44868.12
INSTITUTE ON GOVERNANCE,43996.71
NIELSEN,39988.44
SIMPLEX GRINNELL,39308.23
TECSIS,38804.07
PORTAGE PERSONNEL,35201.52
MGIS,34492.50
CGI,34478.70
GLOBAL KNOWLEDGE,33751.75
RHEA,33199.03
TEEL TECHNOLOGIES CANADA,31897.74
QUANTUM MANAGEMENT SERVICES,29607.52
MELTWATER,28482.30
CISION CANADA,28148.62
ECOLE DE LANGUES ABCE,27982.50
RICOH,27920.61
KNOWLEDGE CIRCLE LEARNING SERVICES,27230.70
COMPUGEN,24953.02
EXP SERVICES,24719.62
STRATOS,24255.00
MNP,24150.00
ROHDE SCHWARZ CANADA,23325.75
TRM TECHNOLOGIES,23229.15
FAST TRACK STAFFING,23100.00
PITNEY BOWES,22566.88
CANADIAN STANDARDS ASSOCIATION,18611.00
AVI SPL,18429.27
PRINTERS PLUS,17815.38
COMMVAULT SYSTEMS,15176.70
HAWORTH,14981.25
IMP GROUP,14946.75
CONVERGINT TECHNOLOGIES,12118.24
PROLOGIC SYSTEMS,11322.68
IBISKA TELECOM,10500.00
THERMO FISHER SCIENTIFIC,10311.00
INTER OUTAOUAIS,10237.35
HALPENNY INSURANCE BROKERS,10153.06
CLOSEREACH,7275.72
VIDCRUITER,4548.08
CANON,3582.73
FAST FORWARD FRENCH,3129.28
