d_vendor_name,overall_total
TERAMACH TECHNOLOGIES,3756780.31
SI SYSTEMS,3181528.39
ORANGUTECH,2736052.45
CANADIAN CORPS OF COMMISSIONAIRES,2644780.67
MODIS CANADA,2350470.22
ADVANCED CHIPPEWA TECHNOLOGIES,1704342.75
IT NET CONSULTANTS,1642146.13
THE HALIFAX COMPUTER CONSULTING GROUP,1446607.43
THE HALIFAX GROUP,1278639.86
NISHA TECHONOLOGIES,915547.03
TIREE,728701.52
TEKSYSTEMS CANADA,708988.41
SHARP ELECTRONICS,668852.73
GARTNER,659960.76
"NAVPOINT CONSULTING GROUP",559771.25
ORACLE CANADA,512920.15
FREEBALANCE,389606.02
CDW CANADA,368594.75
PURESPIRIT SOLUTIONS,275651.48
DELOITTE AND TOUCHE,254430.64
ECLIPSYS SOLUTIONS,250836.63
OPROMA,219188.34
BANCTEC CANADA,197035.22
ONX ENTERPRISE SOLUTIONS,193437.41
ITEX,181617.67
EXCEL HUMAN RESOURCES,160049.64
DELL COMPUTER,138619.37
MOERAE SOLUTIONS,126050.03
LES TRADUCTIONS TESSIER,122448.40
THE AIM GROUP,113651.76
NIMBLE INFORMATION STRATEGIES,101585.00
GC STRATEGIES,97440.00
MISHKUMI TECHNOLOGIES,95688.47
CARAHSOFT TECHNOLOGY,89285.35
ADVANCED BUSINESS INTERIORS,81006.91
TELECOM COMPUTER SERVICES,76260.71
BMC SOFTWARE CANADA,74686.27
PROSCI CANADA,72439.98
ASOKAN BUSINESS INTERIORS,72039.17
ENVIRONICS RESEARCH GROUP,59332.91
CBCI TELECOM,57631.13
ERNST YOUNG,53440.39
INFO TECH RESEARCH GROUP,52460.00
LUMINA IT,49132.69
APPLIED ELECTONICS,46292.80
AON REED STENHOUSE,44302.19
CORADIX TECHNOLOGY CONSULTING,37509.20
3M CANADA COMPANY,35530.03
MGIS,34492.50
CGI,34478.70
GLOBAL KNOWLEDGE,33751.75
SCALAR DECISIONS,32833.39
NOVA NETWORKS,31595.13
QUANTUM MANAGEMENT SERVICES,29607.52
EXP SERVICES,24719.62
STRATOS,24255.00
KPMG,24144.75
ROHDE SCHWARZ CANADA,23325.75
TRM TECHNOLOGIES,23229.15
FAST TRACK STAFFING,23100.00
MICROSOFT CANADA,22650.58
PITNEY BOWES,22566.88
CANADIAN STANDARDS ASSOCIATION,18611.00
AVI SPL CANADA,18429.27
PRINTERS PLUS,17815.38
HYPERTEC,15536.86
COMMVAULT SYSTEMS,15176.70
HAWORTH,14981.25
IMP GROUP,14946.75
TECSIS,14110.57
PORTAGE PERSONNEL,14084.44
SOFTCHOICE,14052.50
CISTEL TECHNOLOGY,13278.49
PROLOGIC SYSTEMS,11322.68
CEDROM SNI,11198.62
CNW GROUP,10498.75
CLOSEREACH,7275.72
CANON,3582.73
