d_fiscal_year,total,total_constant_2019_dollars
2017-2018,2830543.17,2915816.99
2018-2019,2197439.81,2238923.64
2019-2020,2252315.49,2233994.42
2020-2021,156778301.95,149598238.59
2021-2022,1738554.37,1624841.78
