d_most_recent_category,d_fiscal_year,total
11_defence,2017-2018,405015.8236160502
11_defence,2018-2019,165516.76153846155
11_defence,2019-2020,189023.75
11_defence,2020-2021,38550.36
2_professional_services,2017-2018,1420697.1105269762
2_professional_services,2018-2019,1417359.8205269761
2_professional_services,2019-2020,1455123.0987202008
2_professional_services,2020-2021,154788352.8356039
5_transportation_and_logistics,2017-2018,971159.9126552901
5_transportation_and_logistics,2018-2019,614563.2297952218
5_transportation_and_logistics,2019-2020,608168.6395840443
5_transportation_and_logistics,2020-2021,1468794.178170222
6_industrial_products_and_services,2020-2021,482604.57999999996
7_travel,2017-2018,27017.99
