d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
11_defence,2017-2018,405015.82,414512.87
11_defence,2018-2019,165516.76,167084.11
11_defence,2019-2020,189023.75,188800.75
11_defence,2020-2021,38550.36,36937.48
11_defence,2021-2022,402130.37,360639.51
2_professional_services,2017-2018,1420697.11,1459108.48
2_professional_services,2018-2019,1417359.82,1435332.07
2_professional_services,2019-2020,1455123.10,1452207.99
2_professional_services,2020-2021,154788352.84,148477514.04
2_professional_services,2021-2022,426945.02,386857.89
5_transportation_and_logistics,2017-2018,971159.91,992094.45
5_transportation_and_logistics,2018-2019,614563.23,621788.83
5_transportation_and_logistics,2019-2020,608168.64,607338.35
5_transportation_and_logistics,2020-2021,1468794.18,1437931.49
5_transportation_and_logistics,2021-2022,344249.08,261505.52
6_industrial_products_and_services,2020-2021,482604.58,470228.37
7_travel,2017-2018,27017.99,27975.62
7_travel,2021-2022,565229.90,396822.96
