d_most_recent_category,total,percentage
2_professional_services,159508477.89,0.9502
5_transportation_and_logistics,5305680.04,0.0316
11_defence,1345411.08,0.008
7_travel,1230303.92,0.0073
6_industrial_products_and_services,482604.58,0.0029
