d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,392186.25,400807.26
1_facilities_and_construction,2018-2019,314649.71,318910.41
1_facilities_and_construction,2019-2020,106332.66,106240.86
1_facilities_and_construction,2021-2022,11471.43,8227.46
10_office_management,2018-2019,24487.03,24724.00
10_office_management,2019-2020,29519.93,29506.47
2_professional_services,2017-2018,9070290.68,9243221.47
2_professional_services,2018-2019,6881622.57,6988135.47
2_professional_services,2019-2020,7980040.67,7954476.66
2_professional_services,2020-2021,3165158.58,3084709.19
2_professional_services,2021-2022,26973.98,21718.80
5_transportation_and_logistics,2019-2020,19377.75,19368.91
6_industrial_products_and_services,2017-2018,97102.21,99864.25
6_industrial_products_and_services,2018-2019,78678.15,79682.20
6_industrial_products_and_services,2019-2020,78893.70,78732.11
6_industrial_products_and_services,2020-2021,29438.21,28729.25
