owner_org,d_fiscal_year,total
aafc-aac,2017-2018,24596.307929657585
aafc-aac,2018-2019,20925.742070342414
aafc-aac,2019-2020,67682.90394694534
aafc-aac,2020-2021,74635.22640675242
cfia-acia,2017-2018,1455182.786450332
cfia-acia,2018-2019,1095647.3699048373
cfia-acia,2019-2020,1098649.143521015
cfia-acia,2020-2021,1095647.3699048373
cnsc-ccsn,2020-2021,22971.50684931507
cra-arc,2017-2018,0
cra-arc,2018-2019,0
cra-arc,2019-2020,0
cra-arc,2020-2021,0
csc-scc,2017-2018,229732.89356244096
csc-scc,2018-2019,263664.7843288643
csc-scc,2019-2020,264387.1536009982
csc-scc,2020-2021,120194.67310728577
pc,2017-2018,467629.729821718
pc,2018-2019,467629.729821718
pc,2019-2020,468910.9071636953
pc,2020-2021,467629.729821718
vac-acc,2017-2018,216685.170998632
vac-acc,2018-2019,108639.414500684
