owner_org,d_fiscal_year,total
aafc-aac,2017-2018,17740.72602739726
aafc-aac,2018-2019,22834.49315068493
aafc-aac,2019-2020,31051.78082191781
cic,2017-2018,1146143.2738309859
cic,2018-2019,165786.8361690141
cic,2020-2021,35645.4
cra-arc,2018-2019,20731.50684931507
cra-arc,2019-2020,561586.7715737389
cra-arc,2020-2021,375907.5221168333
csc-scc,2017-2018,38420
csc-scc,2019-2020,38420
csc-scc,2020-2021,38420
dfatd-maecd,2017-2018,14630.075566750631
dfatd-maecd,2018-2019,696373.9991244688
dfatd-maecd,2019-2020,552399.9580956658
dfatd-maecd,2020-2021,766847.4329665394
dnd-mdn,2020-2021,124127.02
esdc-edsc,2017-2018,270774.191664973
esdc-edsc,2018-2019,149420.3542076503
esdc-edsc,2019-2020,167584.6409156374
esdc-edsc,2020-2021,220429.99095508124
fintrac-canafe,2017-2018,58949.468493150685
ic,2018-2019,24720
ic,2020-2021,16417.80821917808
nserc-crsng,2020-2021,23564.383561643837
pwgsc-tpsgc,2017-2018,375314.4717647059
pwgsc-tpsgc,2018-2019,690189.3082352942
ssc-spc,2017-2018,106145.53621917807
ssc-spc,2018-2019,71592.09589041096
ssc-spc,2019-2020,428442.044109589
ssc-spc,2020-2021,100908.7403880597
tbs-sct,2017-2018,23500
tbs-sct,2019-2020,2159.3390804597702
tbs-sct,2020-2021,64436.35954967722
