d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
11_defence,2017-2018,6003632.88,6177274.03
11_defence,2018-2019,34779542.29,35305409.37
11_defence,2019-2020,10463985.41,10391040.01
11_defence,2020-2021,5444082.31,5166080.57
11_defence,2021-2022,4276453.81,4022959.76
5_transportation_and_logistics,2017-2018,3392832.36,3490821.04
5_transportation_and_logistics,2018-2019,9548466.86,9711492.17
5_transportation_and_logistics,2019-2020,16977435.96,16801638.92
5_transportation_and_logistics,2020-2021,12060096.68,11506477.22
6_industrial_products_and_services,2019-2020,10218.82,10250.44
