d_most_recent_category,d_fiscal_year,total
11_defence,2017-2018,6003632.876999999
11_defence,2018-2019,34779542.29188889
11_defence,2019-2020,10463985.411111113
11_defence,2020-2021,6146440.493952244
5_transportation_and_logistics,2017-2018,3392832.36
5_transportation_and_logistics,2018-2019,9613437.56
5_transportation_and_logistics,2019-2020,16977435.96
5_transportation_and_logistics,2020-2021,11712582.78
6_industrial_products_and_services,2019-2020,10218.82
