d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,63687.79753424657
1_facilities_and_construction,2018-2019,100016.75246575342
1_facilities_and_construction,2019-2020,68993.98221614226
1_facilities_and_construction,2020-2021,179877.16792065662
10_office_management,2017-2018,328539.94780806015
10_office_management,2018-2019,5751.851925397696
11_defence,2017-2018,551121.5103228695
11_defence,2018-2019,266105.8175525114
11_defence,2019-2020,115686.10073840483
11_defence,2020-2021,102360.69978044437
2_professional_services,2017-2018,61492638.50230062
2_professional_services,2018-2019,60934212.64340108
2_professional_services,2019-2020,61096134.86498715
2_professional_services,2020-2021,34865894.57602115
3_information_technology,2017-2018,16450099.752775904
3_information_technology,2018-2019,11566507.469092935
3_information_technology,2019-2020,17463934.85875412
3_information_technology,2020-2021,14453857.983473074
4_medical,2020-2021,7566480
5_transportation_and_logistics,2017-2018,36447.29
5_transportation_and_logistics,2018-2019,6066.320522193211
5_transportation_and_logistics,2019-2020,26877.61811168657
5_transportation_and_logistics,2020-2021,24703.98136612022
9_human_capital,2017-2018,14680.96
NA,2018-2019,12172.1
