owner_org,d_fiscal_year,total
aafc-aac,2017-2018,114125.90122763679
aandc-aadnc,2017-2018,27944.99
cbsa-asfc,2017-2018,23473.773314917125
cbsa-asfc,2018-2019,224876.00435139635
cbsa-asfc,2019-2020,154414.00429501248
cbsa-asfc,2020-2021,82251.20202262922
cra-arc,2017-2018,586947.9792813214
cra-arc,2018-2019,39728.89935170178
crtc,2017-2018,32471.831698630132
crtc,2018-2019,1103.8583013698628
crtc,2019-2020,73210.30557377049
crtc,2020-2021,118252.06730294184
dfatd-maecd,2018-2019,56574.03999999999
dfo-mpo,2020-2021,138538
dnd-mdn,2017-2018,951744.5092197567
dnd-mdn,2018-2019,366122.5700182648
dnd-mdn,2019-2020,184680.0829545471
dnd-mdn,2020-2021,282237.867701101
elections,2017-2018,13803.656876712326
elections,2018-2019,29011.996152484753
elections,2019-2020,46173.98562043796
elections,2020-2021,46047.82718978103
hc-sc,2020-2021,5793.327342465754
ic,2017-2018,103079.21523287673
ic,2018-2019,174184.785
ic,2019-2020,71105.56976712329
ijc-cmi,2017-2018,4585.137534246575
ijc-cmi,2018-2019,14075.742657534247
ijc-cmi,2019-2020,14656.949808219179
ijc-cmi,2020-2021,14726.333369863014
nrc-cnrc,2018-2019,1073201.5208920455
nrc-cnrc,2019-2020,6209166.299107955
nrcan-rncan,2018-2019,12172.1
nrcan-rncan,2019-2020,10041.39
osfi-bsif,2019-2020,16927.4
osgg-bsgg,2017-2018,19336.928642086332
osgg-bsgg,2018-2019,19336.928642086332
osgg-bsgg,2019-2020,29473.47240875912
osgg-bsgg,2020-2021,29392.943795620435
pch,2017-2018,36391.549999999996
pch,2018-2019,41120.310000000005
phac-aspc,2020-2021,7566480
ppsc-sppc,2017-2018,6285.706445419638
ppsc-sppc,2018-2019,5751.851925397696
ps-sp,2017-2018,2830.060493150685
ps-sp,2018-2019,30491.619506849318
ps-sp,2020-2021,27266.88719546743
pwgsc-tpsgc,2017-2018,60751916.96773441
pwgsc-tpsgc,2018-2019,60751916.96773441
pwgsc-tpsgc,2019-2020,60943310.15586519
pwgsc-tpsgc,2020-2021,33690058.49537599
rcmp-grc,2017-2018,78219.06933333332
rcmp-grc,2018-2019,47267.670666666665
rcmp-grc,2019-2020,76899.48
ssc-spc,2017-2018,17664932.86666005
ssc-spc,2018-2019,11976593.7166859
ssc-spc,2019-2020,12919670.607365405
ssc-spc,2020-2021,16996042.39141182
wage,2020-2021,165394.5240547945
