d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,27381741.03,28092333.44
it_consulting_services,2018-2019,27116068.24,27537751.84
it_consulting_services,2019-2020,27168178.85,26938654.31
it_consulting_services,2020-2021,1489797.43,1414956.41
it_consulting_services,2021-2022,1428724.09,1322166.45
it_devices_equipment,2017-2018,49012280.69,50282153.69
it_devices_equipment,2018-2019,45027370.57,45720091.83
it_devices_equipment,2019-2020,51057679.45,50701432.86
it_devices_equipment,2020-2021,44972931.32,42751502.42
it_devices_equipment,2021-2022,12587845.81,11687449.77
it_other,2017-2018,92441.89,94685.78
it_other,2018-2019,39307.51,39897.17
it_other,2019-2020,151.14,149.87
it_other,2020-2021,2287867.07,2180025.17
it_other,2021-2022,798351.66,754307.02
it_software_licensing,2017-2018,1035435.67,1062626.71
it_software_licensing,2018-2019,135678.11,137942.49
it_software_licensing,2019-2020,163514.71,162055.81
it_software_licensing,2020-2021,169701.74,161844.50
it_software_licensing,2021-2022,2199809.04,2033164.18
