owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,114125.90,117175.24
aandc-aadnc,2017-2018,27944.99,28696.02
cbsa-asfc,2017-2018,23473.77,24034.68
cbsa-asfc,2018-2019,224876.00,227443.23
cbsa-asfc,2019-2020,154414.00,153304.28
cbsa-asfc,2020-2021,82251.20,78011.24
cbsa-asfc,2021-2022,157428.27,146854.45
cra-arc,2017-2018,586947.98,602216.28
cra-arc,2018-2019,39728.90,40591.79
cra-arc,2021-2022,14243.47,13168.46
crtc,2017-2018,32471.83,33312.79
crtc,2018-2019,1103.86,1127.83
crtc,2019-2020,73210.31,72514.08
crtc,2020-2021,118252.07,112441.93
crtc,2021-2022,35277.26,32885.50
csps-efpc,2021-2022,56993.99,51476.97
dfatd-maecd,2018-2019,56574.04,57130.67
dfo-mpo,2020-2021,138538.00,132382.28
dnd-mdn,2017-2018,951744.51,976617.53
dnd-mdn,2018-2019,366122.57,372105.73
dnd-mdn,2019-2020,184680.08,182922.59
dnd-mdn,2020-2021,282237.87,267825.01
dnd-mdn,2021-2022,2480164.63,2265674.47
elections,2017-2018,13803.66,14145.54
elections,2018-2019,29012.00,29421.83
elections,2019-2020,46173.99,45784.32
elections,2020-2021,46047.83,43776.30
elections,2021-2022,26997.90,25370.22
esdc-edsc,2021-2022,1934453.71,1790284.81
hc-sc,2020-2021,5793.33,5455.10
hc-sc,2021-2022,32007.80,29743.54
ic,2017-2018,103079.22,105640.62
ic,2018-2019,174184.78,176893.62
ic,2019-2020,71105.57,71211.03
ijc-cmi,2017-2018,4585.14,4694.31
ijc-cmi,2018-2019,14075.74,14293.41
ijc-cmi,2019-2020,14656.95,14532.66
ijc-cmi,2020-2021,14726.33,13999.82
ijc-cmi,2021-2022,15645.09,14508.34
nrc-cnrc,2018-2019,1073201.52,1083820.37
nrc-cnrc,2019-2020,6209166.30,6230238.86
nrc-cnrc,2021-2022,16319.06,15129.04
nrcan-rncan,2018-2019,12172.10,12291.86
nrcan-rncan,2019-2020,10041.39,10047.10
osfi-bsif,2019-2020,16927.40,16734.71
osgg-bsgg,2017-2018,19336.93,19838.01
osgg-bsgg,2018-2019,19336.93,19637.65
osgg-bsgg,2019-2020,29473.47,29224.75
osgg-bsgg,2020-2021,29392.94,27943.00
osgg-bsgg,2021-2022,29392.94,27289.73
pch,2017-2018,36391.55,37332.29
pch,2018-2019,41120.31,41839.36
phac-aspc,2020-2021,7566480.00,7210090.22
ppsc-sppc,2017-2018,6285.71,6448.59
ppsc-sppc,2018-2019,5751.85,5844.35
ps-sp,2017-2018,2830.06,2896.77
ps-sp,2018-2019,30491.62,30981.98
ps-sp,2020-2021,30657.06,28867.24
ps-sp,2021-2022,215188.95,199791.11
psic-ispc,2021-2022,209050.00,193771.00
pwgsc-tpsgc,2017-2018,60751916.97,62326197.87
pwgsc-tpsgc,2018-2019,60751916.97,61696699.12
pwgsc-tpsgc,2019-2020,60943310.16,60428872.05
pwgsc-tpsgc,2020-2021,33690058.50,32028137.45
rcmp-grc,2017-2018,78219.07,80062.86
rcmp-grc,2018-2019,47267.67,48031.15
rcmp-grc,2019-2020,76899.48,77172.90
ssc-spc,2017-2018,16184058.48,16603860.20
ssc-spc,2018-2019,10003896.09,10159080.75
ssc-spc,2019-2020,10941568.33,10847566.13
ssc-spc,2020-2021,15023344.76,14283310.10
ssc-spc,2021-2022,14174541.30,13165256.56
wage,2020-2021,165394.52,157257.71
wage,2021-2022,119364.92,112524.65
