d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2019-2020,11933.44,11912.34
11_defence,2017-2018,1197473.24,1226203.94
11_defence,2018-2019,1720952.63,1752861.26
11_defence,2019-2020,30341.34,30030.39
11_defence,2020-2021,69323.96,65503.46
11_defence,2021-2022,858976.84,709168.27
6_industrial_products_and_services,2017-2018,2861203.27,2931160.08
6_industrial_products_and_services,2018-2019,740130.08,755346.72
6_industrial_products_and_services,2019-2020,46845.05,46079.46
6_industrial_products_and_services,2021-2022,50674.11,47742.87
9_human_capital,2017-2018,461624.20,473614.70
9_human_capital,2019-2020,7256.90,7081.28
9_human_capital,2020-2021,29306.69,27727.66
