d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2019-2020,11933.44
11_defence,2017-2018,1197473.2404247103
11_defence,2018-2019,1720952.6286661988
11_defence,2019-2020,30341.340909090908
11_defence,2020-2021,69323.95524590164
6_industrial_products_and_services,2017-2018,2861203.268490039
6_industrial_products_and_services,2018-2019,740130.0815099612
6_industrial_products_and_services,2019-2020,46845.049999999996
9_human_capital,2017-2018,461624.2
9_human_capital,2019-2020,7256.895725190839
9_human_capital,2020-2021,29306.694274809157
