owner_org,d_fiscal_year,total
aafc-aac,2017-2018,420949.40604751615
aafc-aac,2018-2019,787930.9395248379
aafc-aac,2019-2020,790089.6544276457
aafc-aac,2020-2021,402107.10382513655
cbsa-asfc,2017-2018,1678582.2945215567
cbsa-asfc,2018-2019,992568.4711539298
cbsa-asfc,2019-2020,2724337.930246572
cbsa-asfc,2020-2021,2106986.582162531
cer-rec,2017-2018,492027.3205063291
cer-rec,2018-2019,2306324.559464165
cer-rec,2019-2020,2416143.3158439486
cer-rec,2020-2021,1975023.4532963997
chrc-ccdp,2017-2018,81481.5085048011
chrc-ccdp,2018-2019,81481.5085048011
chrc-ccdp,2019-2020,27234.91517146776
cic,2017-2018,4239330.28708887
cic,2018-2019,7028487.731010454
cic,2019-2020,8835911.293476984
cic,2020-2021,8488813.404490376
cra-arc,2017-2018,11066667.664341705
cra-arc,2018-2019,2579493.7767097508
csc-scc,2017-2018,3643510.904846274
csc-scc,2018-2019,3643510.904846274
csc-scc,2019-2020,3653493.126503387
csc-scc,2020-2021,3643510.904846274
cta-otc,2017-2018,151407.34762919552
cta-otc,2018-2019,151407.34762919552
cta-otc,2019-2020,151822.16228023442
dfatd-maecd,2018-2019,1075423.1671232877
dfatd-maecd,2019-2020,116170.36758194036
dfatd-maecd,2020-2021,445709.3115390921
dfo-mpo,2018-2019,712685.9001754386
dfo-mpo,2019-2020,642647.9568115306
dfo-mpo,2020-2021,1308543.4770945671
dnd-mdn,2017-2018,11379281.01414394
dnd-mdn,2018-2019,15412608.363516288
dnd-mdn,2019-2020,20096821.590316676
dnd-mdn,2020-2021,21769364.8091724
elections,2017-2018,1143392.8287870826
elections,2018-2019,24671.112591240875
elections,2019-2020,24205.345995893225
elections,2020-2021,26138.909137577004
hc-sc,2017-2018,419116.7109974424
ic,2017-2018,2081536.2090720322
ic,2018-2019,2362746.9603162073
ic,2019-2020,1988878.51446239
ic,2020-2021,2834337.8782413895
jus,2017-2018,435890.9839406286
jus,2018-2019,458502.0436263096
jus,2019-2020,459758.21360884747
jus,2020-2021,458502.0436263096
lac-bac,2017-2018,419504.48210170906
lac-bac,2018-2019,720738.6574845995
lac-bac,2019-2020,722076.0575462012
lac-bac,2020-2021,488151.02248459955
nrcan-rncan,2018-2019,72295.44199706314
nrcan-rncan,2019-2020,359679.646339762
nrcan-rncan,2020-2021,293548.0271153712
pc,2017-2018,54741.5099326032
pco-bcp,2019-2020,105756.7
pco-bcp,2020-2021,485658.4978448276
ps-sp,2017-2018,96321.57275910363
ps-sp,2018-2019,48292.733739495794
psc-cfp,2017-2018,502782.3591549296
psc-cfp,2018-2019,502782.3591549296
psc-cfp,2019-2020,1294097.596953816
psc-cfp,2020-2021,726866.7031463749
pwgsc-tpsgc,2017-2018,10721.864962354553
pwgsc-tpsgc,2018-2019,8127700.950672095
pwgsc-tpsgc,2019-2020,3543626.3500749725
pwgsc-tpsgc,2020-2021,1422703.0674871637
rcmp-grc,2017-2018,2242879.3306656843
rcmp-grc,2018-2019,2751954.8793452433
rcmp-grc,2019-2020,4399419.4698283365
rcmp-grc,2020-2021,4330645.0532873515
ssc-spc,2017-2018,4839664.990626872
ssc-spc,2018-2019,6611085.942341322
ssc-spc,2019-2020,6585424.524072912
ssc-spc,2020-2021,1685465.2280565694
