d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,397676.83,409652.14
1_facilities_and_construction,2018-2019,365863.58,372808.24
1_facilities_and_construction,2019-2020,394442.54,388762.68
1_facilities_and_construction,2020-2021,209547.56,200142.99
1_facilities_and_construction,2021-2022,327894.99,302382.46
1_facilities_and_construction,2022-2023,2816187.97,2499529.39
2_professional_services,2017-2018,21505.00,22119.15
2_professional_services,2020-2021,24227.96,23047.49
2_professional_services,2021-2022,878.69,794.33
2_professional_services,2022-2023,53318.51,47775.75
3_information_technology,2020-2021,10379.90,9780.73
6_industrial_products_and_services,2017-2018,59107.88,60795.91
6_industrial_products_and_services,2018-2019,45160.50,46198.91
6_industrial_products_and_services,2019-2020,297513.61,292422.10
6_industrial_products_and_services,2020-2021,76114.90,72379.04
6_industrial_products_and_services,2022-2023,21443.25,19074.95
