d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_devices_equipment,2017-2018,37064.00,38122.49
it_devices_equipment,2019-2020,18491.66,18361.17
it_devices_equipment,2020-2021,2207799.45,2093806.72
it_devices_equipment,2021-2022,64302.45,59783.63
it_devices_equipment,2022-2023,64302.45,57538.10
it_other,2022-2023,854.08,755.81
it_software_licensing,2018-2019,44859.83,45323.02
it_software_licensing,2019-2020,12155.75,11973.22
it_software_licensing,2020-2021,427074.29,406711.68
it_software_licensing,2021-2022,421764.46,392143.64
it_software_licensing,2022-2023,3454999.15,3065447.49
