d_most_recent_category,d_fiscal_year,total
11_defence,2017-2018,48691.54520547945
11_defence,2018-2019,49042
11_defence,2020-2021,836019.2
3_information_technology,2017-2018,37064
3_information_technology,2018-2019,44859.82875912409
3_information_technology,2019-2020,17088.544722759652
3_information_technology,2020-2021,2634873.733602476
6_industrial_products_and_services,2017-2018,16566.233424657537
6_industrial_products_and_services,2018-2019,151396.9665753425
6_industrial_products_and_services,2019-2020,13558.869999999999
6_industrial_products_and_services,2020-2021,2137598.4
9_human_capital,2017-2018,22948.245454545453
9_human_capital,2018-2019,33370.954545454544
