d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
11_defence,2017-2018,48691.55,49750.74
11_defence,2018-2019,49042.00,49516.60
11_defence,2020-2021,836019.20,790214.87
11_defence,2021-2022,124278.53,111529.94
3_information_technology,2017-2018,37064.00,37700.66
3_information_technology,2018-2019,44859.83,45312.63
3_information_technology,2019-2020,17088.54,17090.12
3_information_technology,2020-2021,2634873.73,2529641.35
3_information_technology,2021-2022,486066.90,369410.86
6_industrial_products_and_services,2017-2018,16566.23,16850.80
6_industrial_products_and_services,2018-2019,151396.97,153380.11
6_industrial_products_and_services,2019-2020,13558.87,13552.68
6_industrial_products_and_services,2020-2021,2137598.40,2109674.82
6_industrial_products_and_services,2021-2022,208202.50,0.00
9_human_capital,2017-2018,22948.25,23475.40
9_human_capital,2018-2019,33370.95,33796.82
