owner_org,d_fiscal_year,total,total_constant_2019_dollars
aandc-aadnc,2017-2018,0.00,0.00
aandc-aadnc,2018-2019,0.00,0.00
aandc-aadnc,2019-2020,39940.73,39686.14
cas-satj,2019-2020,37267.90,36720.95
cas-satj,2020-2021,62398.10,59488.75
cic,2019-2020,106267.18,105295.49
cra-arc,2017-2018,19865.04,20412.46
cra-arc,2018-2019,29917.22,30655.98
cra-arc,2019-2020,68441.13,67401.56
cra-arc,2020-2021,69418.87,66177.41
cra-arc,2021-2022,132210.00,124000.70
csc-scc,2019-2020,77970.00,77570.49
cta-otc,2018-2019,11300.00,11499.22
dnd-mdn,2017-2018,33561.00,34501.43
dnd-mdn,2018-2019,1462790.48,1480884.11
dnd-mdn,2019-2020,493570.41,490003.71
ec,2019-2020,25150.78,24800.73
hc-sc,2017-2018,45678.11,46936.87
hc-sc,2018-2019,719193.22,729966.93
hc-sc,2019-2020,401906.16,397950.17
hc-sc,2020-2021,684567.89,653058.61
hc-sc,2021-2022,836343.91,777903.48
ic,2017-2018,23914.80,24707.71
infc,2018-2019,108667.35,110445.75
jus,2019-2020,0.00,0.00
jus,2020-2021,0.00,0.00
nrcan-rncan,2017-2018,60372.70,62044.86
nrcan-rncan,2018-2019,7575.61,7768.94
oic-ci,2018-2019,106760.54,107944.59
oic-ci,2019-2020,163753.01,163748.29
opc-cpvp,2017-2018,89249.34,91841.60
opc-cpvp,2018-2019,119230.81,120706.63
opc-cpvp,2019-2020,41560.46,41711.62
opc-cpvp,2021-2022,39768.01,36736.41
pbc-clcc,2019-2020,20622.50,20635.58
pbc-clcc,2020-2021,36442.50,34648.59
pco-bcp,2018-2019,111014.03,112323.08
pwgsc-tpsgc,2017-2018,76613.71,78746.00
pwgsc-tpsgc,2018-2019,97298.40,99661.62
ssc-spc,2017-2018,660968.60,681226.79
swc-cfc,2017-2018,8003.04,8223.58
swc-cfc,2018-2019,4069.34,4173.19
