d_vendor_name,overall_total
ALTIS HUMAN RESOURCES,192077.40
STONEWORKS TECHNOLOGIES,191397.43
DELL COMPUTER,161356.20
TRM TECHNOLOGIES,131039.02
NISHA TECHONOLOGIES,121480.54
STIFF SENTENCES,99835.50
QMR,77292.00
RHEA,65995.00
VERITAAQ TECHNOLOGY HOUSE,58791.12
TEKNION,53954.50
TEKSYSTEMS CANADA,39968.10
THOMSON REUTERS,31882.25
EBSCO CANADA,30140.82
PROTAK CONSULTING GROUP,19728.11
LUMINA IT,17000.00
CANON,15806.44
SOFTCHOICE,15024.80
BELL CANADA,11656.63
CSDC SYSTEMS,11574.56
ECOLE DE LANGUES ABCE,10934.00
