d_vendor_name,overall_total
PROTAK CONSULTING GROUP,439846.64
ALTIS HUMAN RESOURCES,404192.94
NEPTUNE SECURITY SERVICES,289430.07
VERITAAQ TECHNOLOGY HOUSE,258141.64
TRM TECHNOLOGIES,251978.70
STONEWORKS TECHNOLOGIES,191397.43
RHEA,169017.10
DELL COMPUTER,161356.20
MELTWATER,161138.00
NISHA TECHONOLOGIES,138172.05
COMPUGEN,132399.76
NORTHERN MICRO,102089.85
STIFF SENTENCES,99835.50
ORBIS RISK CONSULTING,98852.40
SAMSON ASSOCIES,84750.00
QMR,77292.00
TEKNION,53954.50
TEKSYSTEMS CANADA,39968.10
PRA,39832.50
THOMSON REUTERS,37798.50
DASCO STORAGE SOLUTIONS,31460.90
EBSCO CANADA,30140.82
SOFTCHOICE,29989.15
LEXISNEXIS CANADA,24415.02
LUMINA IT,17000.00
CANON,15806.44
CSDC SYSTEMS,15418.67
BELL CANADA,11656.63
ECOLE DE LANGUES ABCE,10934.00
